title,citation,category,url
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches",Ainda são mais de 2 milhões de pessoas na cidade de São Paulo que convivem com esgoto. - ,"
",https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","""É um recorde na cidade de São Paulo [a criação de 85 mil vagas em creches durante os quatro anos de gestão]""","
",https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","“Achamos um rombo orçamentário de 2017 de R$ 7 bilhões, entre receitas que não seriam realizadas e despesas não previstas no orçamento.""","
",https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua",“Nós tivemos um aumento de 16 mil para 24 mil moradores em situação de rua.”,VERDADEIRO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","“Só nos meses de março, abril, maio e junho, 175 mil pessoas perderam carteira assinada na cidade de São Paulo.”",VERDADEIRO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","""No seu governo e do Doria, a população em situação de rua na cidade de São Paulo aumentou 60%.""",INSUSTENTÁVEL,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","""Quem determinou que o Bruno Covas criasse 8 mil vagas [...]foi o Ministério Público do estado de São Paulo.""",EXAGERADO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","“Nós temos R$ 130 bilhões em dívida ativa. (...) A estimativa dos auditores fiscais da prefeitura é que aproximadamente R$ 60 bilhões desse total sejam executáveis. (...) A prefeitura, nos últimos quatro anos, com o Bruno e com o Doria, recuperou unicamente R$ 5 bilhões desse total.”",VERDADEIRO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","“A Coreia do Sul, ou mesmo a China, teve menos mortes por Covid que a cidade de São Paulo.”",VERDADEIRO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"As declarações dos candidatos à Prefeitura do Rio, checadas","“O índice de desemprego [está] na casa, no Rio de Janeiro, de quase 1,2 milhão de desempregados na nossa cidade.” – entrevista à ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","“E ainda contou com a loucura do prefeito da cidade do Rio de Janeiro, que foi o Crivella, na demissão de profissionais [de saúde] no momento em que nós estamos passando por uma pandemia.” – entrevista à ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Essa queda de receita [a partir de 2017] se deve fundamentalmente ao encerramento dos investimentos para os grandes eventos que ocorreram até 2016 e à adoção pelos governos Temer e Bolsonaro de uma política drástica de austeridade fiscal que reduziu as transferências federais – Benedita da Silva (PT) no ,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Nós estamos vendo 300 mil pessoas nas filas aguardando para que essas pessoas sejam atendidas."" – Benedita da Silva no ",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Nós temos 300 mil pessoas na fila esperando uma consulta - Benedita da Silva,IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",A arrecadação da cidade não caiu. A arrecadação da cidade vem aumentando ano a ano – Clarissa Garotinho na sabatina ,IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","O ex-prefeito Eduardo Paes, nos seus últimos dois anos de governo aumentou a passagem de ônibus com um preço abusivo, aumentou em 26% a passagem de ônibus – Clarissa Garotinho no ",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""E o exemplo que a gente [Rio de Janeiro] vem dando vamos combinar que não é dos melhores. Nós vamos querer destruir 200 hectares de floresta de Mata Atlântica ali no Camboatá para fazer um autódromo."" – Bandeira de Mello no ",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","“Descobriram lá um negócio de uma mala de dólar no chefe de gabinete dela [Martha Rocha], são fatos noticiados pela imprensa.” – Eduardo Paes na ",IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","“Aqui no Rio, nós não temos subsídio da passagem de ônibus.” –",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","Nos meus oito anos de governo, o reajuste [do pedágio da Linha Amarela] é igual à inflação. No governo Crivella, o reajuste é o dobro da inflação- Eduardo Paes em entrevista à","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",O índice de crimes sem solução chegou a 85% [quando Martha Rocha chefiava a Polícia Civil] – locutora em inserção do programa eleitoral de Eduardo Paes na televisão,"
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Você não tem uma queda de arrecadação de receitas próprias – Eduardo Paes em entrevista para a ,IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",O que você tem é uma diminuição das transferências voluntárias [do governo federal] – Eduardo Paes em entrevista para a ,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","Das 60 mil novas vagas em creche e pré-escola prometidas na campanha de 2016, praticamente nenhuma foi criada – Eduardo Paes ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",As Clínicas da Família deixaram de funcionar – Eduardo Paes ,EXAGERADO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""[A gestão Crivella] Dobrou o índice de desemprego."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""O Rio é a capital nacional do desemprego."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Durante oito anos da prefeitura, vocês nunca me viram reclamando de falta de recursos, que não tinha isso, não tinha aquilo."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Na saúde, quando a gente olha pra Covid, ao contrário do que disse o prefeito aqui, O índice de mortalidade do Rio foi o dobro de São Paulo."" – Eduardo Paes no ",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Quem começou a contestar o valor do pedágio cobrado na Linha Amarela foi a minha administração – Eduardo Paes ,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",A fila do Sisreg quase triplicou – Eduardo Paes em programa eleitoral,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",1 milhão e 700 mil cariocas perderam acesso ao atendimento mais básico da saúde - Eduardo Paes em programa eleitoral,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Ninguém controla despesa no Rio de Janeiro. Se gasta mais do que se ganha. – Fred Luz no ,IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Eu estudei seu plano de governo e percebi que o senhor [Luiz Lima] disse que iria despoluir a Baía de Guanabara."" – Gloria Heloiza no ",EXAGERADO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
Todas as declarações checadas de Paes e Crivella,"“E aliás, quando ele fala do aumento na nota do Ideb que melhorou, não foi a nota da prova. O que melhorou dele foi a aprovação dos alunos.” – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Eu passei oito anos na prefeitura e você não viu aumento de IPTU, você não viu aumento de imposto."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,Você não tem uma queda de arrecadação de receitas próprias - Eduardo Paes em entrevista para a ,IMPRECISO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,O que você tem é uma diminuição das transferências voluntárias [do governo federal] - Eduardo Paes em entrevista para a ,VERDADEIRO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,A arrecadação despencou R$ 10 bilhões - Marcelo Crivella em ,IMPRECISO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,Ele [Paes] contraiu dívidas para a prefeitura e deixou a cidade com um rombo de R$ 320 milhões - Martha Rocha em entrevista para o ,EXAGERADO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,A arrecadação da cidade não caiu. A arrecadação da cidade vem aumentando ano a ano - Clarissa Garotinho na sabatina ,IMPRECISO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,Essa queda de receita [a partir de 2017] se deve fundamentalmente ao encerramento dos investimentos para os grandes eventos que ocorreram até 2016 e à adoção pelos governos Temer e Bolsonaro de uma política drástica de austeridade fiscal que reduziu as transferências federais - ,VERDADEIRO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
Candidatos exageram ou são imprecisos ao falar da situação das finanças do Rio,A gente tem um rombo de R$ 4 bilhões na nossa cidade - Renata Souza (PSOL) na ,VERDADEIRO,https://www.aosfatos.org/noticias/candidatos-exageram-imprecisos-situacao-financas-rio/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""A gente ainda não oferece saneamento básico para nem metade da nossa população."" – Luiz Lima no ",VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",“O Rio tem a passagem de ônibus mais barata entre as maiores capitais do país.” – ,"
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","“Se você dividir o número de mortos [pela Covid-19] da cidade de São Paulo pela população da cidade de São Paulo e se você dividir o número de mortos da cidade do Rio de Janeiro pela população do Rio de Janeiro, você vai ver que (...) nós perdemos menos pessoas no Rio de Janeiro do que perdemos em São Paulo, o que mostra que realmente nós não estávamos errados.” – ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","Os executivos da Odebrecht denunciaram que ganharam essa obra [BRT Transoeste] e a da Transbrasil porque deram US$ 5,75 milhões de propina, em contas no exterior, para o ex-prefeito Eduardo Paes – Marcelo Crivella no ",IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Veja o Transoeste. Custou R$ 850 milhões. A obra foi superfaturada – Marcelo Crivella no ,INSUSTENTÁVEL,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Mesmo com 15 bilhões em dívidas e pendências deixadas por Eduardo Paes (...) – Marcelo Crivella em postagens fora do ar,"
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",A arrecadação despencou R$ 10 bilhões – Marcelo Crivella em ,IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,[Determinei] a suspensão do pagamento [ao Iabas],"
",https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Antes da pandemia nós investimos R$ 7 bilhões na Saúde do estado. Nunca se investiu tanto dinheiro.,"
",https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Eu afastei o secretário de Saúde [Edmar Santos].,IMPRECISO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Eu que determinei o banimento das OSs do nosso estado.,IMPRECISO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,"O processo contra o ex-presidente Temer, recentemente no STF foi absolvido.",IMPRECISO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,A Polícia Civil do Rio de Janeiro prendeu há 3 dias atrás (sic) quase 400 milicianos.,IMPRECISO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,[Jair Bolsonaro] Já me acusou de perseguir a família dele.,VERDADEIRO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Eu que exonerei o Gabriell Neves.,VERDADEIRO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Eu determinei auditoria em todos os contratos [relativos à pandemia].,VERDADEIRO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
O que é fato e ficção no discurso de Wilson Witzel após ser afastado pelo STJ do governo do Rio,Em dezembro eu tenho que escolher um novo procurador-geral da Justiça.,VERDADEIRO,https://www.aosfatos.org/noticias/O-que-e-fato-e-ficcao-discurso-Wilson-Witzel-apos-afastado-governo-Rio/
"Em sabatina da CNI, Bolsonaro erra ao comentar crescimento paraguaio e lei de expropriação de terras",Paraguai está crescendo quase 7% ao ano.,EXAGERADO,https://www.aosfatos.org/noticias/em-sabatina-da-cni-bolsonaro-erra-ao-comentar-crescimento-paraguaio-e-lei-de-expropriacao-de-terras/
"Em sabatina da CNI, Bolsonaro erra ao comentar crescimento paraguaio e lei de expropriação de terras","… uma turma do STJ há pouco tempo decidiu que qualquer coisa que alguém venha falar para um policial que o aborde, isso passa a ser liberdade de expressão.",IMPRECISO,https://www.aosfatos.org/noticias/em-sabatina-da-cni-bolsonaro-erra-ao-comentar-crescimento-paraguaio-e-lei-de-expropriacao-de-terras/
"Em sabatina da CNI, Bolsonaro erra ao comentar crescimento paraguaio e lei de expropriação de terras","Nas últimas provas do Pisa, 70% da garotada nossa (...) não sabe uma regra de três simples.",VERDADEIRO,https://www.aosfatos.org/noticias/em-sabatina-da-cni-bolsonaro-erra-ao-comentar-crescimento-paraguaio-e-lei-de-expropriacao-de-terras/
"Em sabatina da CNI, Bolsonaro erra ao comentar crescimento paraguaio e lei de expropriação de terras","… a emenda constitucional 81, que relativizou a propriedade privada.",FALSO,https://www.aosfatos.org/noticias/em-sabatina-da-cni-bolsonaro-erra-ao-comentar-crescimento-paraguaio-e-lei-de-expropriacao-de-terras/
Todas as declarações checadas de Paes e Crivella,"""Eu consegui fazer a concessão do setor privado de todo o saneamento da zona oeste da cidade"" – Eduardo Paes em entrevista para ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Das 50 propostas de seu plano de governo, [Crivella], só cumpriu uma"" – inserção de programa eleitoral de Eduardo Paes e vídeo no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""[Chefe de gabinete de Martha Rocha] foi preso na sala dela com uma mala cheia de dólares"" – ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Eu passei oito anos na Prefeitura e não tive aumento de imposto nenhum"" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Nos meus oito anos de governo, o reajuste [do pedágio da Linha Amarela] é igual à inflação. No governo Crivella, o reajuste é o dobro da inflação"" – Eduardo Paes em entrevista à","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""O índice de crimes sem solução chegou a 85% [quando Martha Rocha chefiava a Polícia Civil]"" – locutora em inserção do programa eleitoral de Eduardo Paes na televisão","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Das 60 mil novas vagas em creche e pré-escola prometidas na campanha de 2016, praticamente nenhuma foi criada"" – Eduardo Paes ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""[A gestão Crivella] Dobrou o índice de desemprego."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""O Rio é a capital nacional do desemprego."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
Todas as declarações checadas de Paes e Crivella,"""Durante oito anos da prefeitura, vocês nunca me viram reclamando de falta de recursos, que não tinha isso, não tinha aquilo."" – Eduardo Paes no ","
",https://www.aosfatos.org/noticias/veja-todas-falas-checadas-de-paes-e-crivella/
"As declarações dos candidatos à Prefeitura do Rio, checadas","As creches do Rio de Janeiro davam R$ 300 reais por criança [na gestão Paes], agora são R$ 600 – Marcelo Crivella em ",IMPRECISO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""É verdade que o transporte não tá bom, mas é a passagem mais barata do Brasil."" – Marcelo Crivella no debate da Band (1/10)","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas",Não foi no meu governo que o secretário de Obras pegou 76 anos de cadeia – Marcelo Crivella no ,VERDADEIRO,https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Nossa saúde nunca esteve tão boa. Gastamos R$ 370 milhões em equipamentos que nunca tivemos."" – Marcelo Crivella no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Nós perdemos 8.000 pessoas, mas nenhuma delas por falta de equipamentos, médicos ou remédios."" – Marcelo Crivella no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"As declarações dos candidatos à Prefeitura do Rio, checadas","""Se o PSOL ganhar a eleição, nossas crianças vão ter uma coisa que tinham que ter em casa, que é orientação sexual. Vão ter kit gay na escola e vão induzir a liberação das drogas."" – Marcelo Crivella no ","
",https://www.aosfatos.org/noticias/declaracoes-candidatos-prefeitura-rio-checadas/
"Contra Moro, Bolsonaro omite pressão na PF ao afirmar que nunca pediu blindagem",Nunca pedi pra ele [Moro] pra que a PF me blindasse onde quer que fosse.,"
",https://www.aosfatos.org/noticias/contra-moro-bolsonaro-omite-pressao-na-pf-ao-afirmar-que-nunca-pediu-blindagem/
"Contra Moro, Bolsonaro omite pressão na PF ao afirmar que nunca pediu blindagem","As nossas indicações para ministérios, bancos oficiais e estatais não passavam por indicações partidárias.","
",https://www.aosfatos.org/noticias/contra-moro-bolsonaro-omite-pressao-na-pf-ao-afirmar-que-nunca-pediu-blindagem/
